year,statefips,countyfips,ice_wanh_ba,ice_wanh_aa,ice_wanh_h
2015-2019,02,090,0.2894882281419255,0.2931634796064994,0.29012379794406984
2015-2019,02,100,0.29890764647467727,0.29890764647467727,0.2959285004965243
2015-2019,02,105,0.18836915297092288,0.18963337547408343,0.18710493046776233
2015-2019,02,110,0.34545597980435466,0.3426948564215841,0.33796150205112024
2015-2019,02,122,0.2788719371243643,0.27882570503929727,0.2728155339805825
2015-2019,02,130,0.2773763201778766,0.2679266259032796,0.2664443209190291
2015-2019,02,150,0.26284909645623095,0.2548697488852382,0.26050222952358604
2015-2019,02,158,0.01160092807424594,0.01160092807424594,0.01160092807424594
2015-2019,02,164,0.0831353919239905,0.0831353919239905,0.0831353919239905
2015-2019,02,170,0.32607233238299643,0.32440657334144857,0.32232437453951374
2015-2019,02,180,0.11005625879043601,0.11075949367088607,0.10935302390998594
2015-2019,02,185,0.0651844365841334,0.0651844365841334,0.06467913087417888
2015-2019,02,188,0.09637883008356546,0.09526462395543175,0.0958217270194986
2015-2019,02,195,0.2914911541701769,0.2931760741364785,0.2965459140690817
2015-2019,02,198,0.12737241670181357,0.12863770560944748,0.12695065373260228
2015-2019,02,220,0.24245841556244713,0.24104877361150268,0.24020298844093602
2015-2019,02,230,0.31466666666666665,0.31466666666666665,0.31466666666666665
2015-2019,02,240,0.3013824884792627,0.3013824884792627,0.3
2015-2019,02,261,0.32074283915643687,0.31979855209316965,0.32074283915643687
2015-2019,02,275,0.186952288218111,0.186952288218111,0.18500486854917234
2015-2019,02,282,0.1187214611872146,0.1187214611872146,0.1187214611872146
2015-2019,02,290,0.059267241379310345,0.059267241379310345,0.05603448275862069
2015-2019,04,001,0.04236354051852207,0.04528681650452868,0.026597019216945416
2015-2019,04,003,0.1324681538185515,0.13509957538424736,0.05494089268983115
2015-2019,04,005,0.1888633633317175,0.18713511918561765,0.16544776276687673
2015-2019,04,007,0.10558213716108453,0.11218956482114377,0.06867167919799498
2015-2019,04,009,0.09639647817010075,0.11191794499410003,0.03821366978306254
2015-2019,04,011,0.13856960408684546,0.14144316730523626,0.08908045977011494
2015-2019,04,012,0.05221485127327199,0.052749839503530925,-2.1399529210357372e-4
2015-2019,04,013,0.21308282477372534,0.2211300074222213,0.17983552563758942
2015-2019,04,015,0.11620573375225862,0.11716097549747378,0.09352161953757092
2015-2019,04,017,0.0985424406973421,0.09942840811660475,0.0688196627607888
2015-2019,04,019,0.15282441276971084,0.15519384096911837,0.08422958993326564
2015-2019,04,021,0.15255484784147205,0.15883934890304316,0.11584571832979476
2015-2019,04,023,0.05475304358796442,0.05784394120986564,-0.19359111840030277
2015-2019,04,025,0.16802187303071575,0.16730022564185962,0.15094627284369727
2015-2019,04,027,0.07275164847191441,0.0767736463377931,-0.07147938384087116
2015-2019,05,001,0.05993859297824056,0.16513149112268055,0.16099319183019623
2015-2019,05,003,-0.0036096429031842207,0.13600618795926261,0.12762665979115637
2015-2019,05,005,0.12519663683211282,0.12519663683211282,0.1209113100081367
2015-2019,05,007,0.2515604273565795,0.2524756038622505,0.23821324640870342
2015-2019,05,009,0.14174537714513769,0.14174537714513769,0.14008247971265134
2015-2019,05,011,0.025118805159538356,0.15750169721656485,0.11857886399637928
2015-2019,05,013,0.062162162162162166,0.1545945945945946,0.15297297297297296
2015-2019,05,015,0.13915073166352454,0.13915073166352454,0.11778436125325434
2015-2019,05,017,-0.21165191740412978,0.05580137659783677,0.043264503441494594
2015-2019,05,019,0.0030783802983660904,0.10916410134975137,0.10016575893914278
2015-2019,05,021,0.11188702669149597,0.11188702669149597,0.10397268777157045
2015-2019,05,023,0.14457943058518039,0.14541407771492162,0.13994250208661782
2015-2019,05,025,0.10320174075225365,0.16350637239664284,0.15977618899595897
2015-2019,05,027,-0.07591684185937865,0.12286848867087129,0.11247372109320253
2015-2019,05,029,0.10241906366590445,0.14153327716933445,0.13647851727042964
2015-2019,05,031,0.1070453172205438,0.1668157099697885,0.15813897280966768
2015-2019,05,033,0.13890975874446948,0.14220719592620418,0.1281826529760414
2015-2019,05,035,-0.07748767956380413,0.11575967285309846,0.10946838628499528
2015-2019,05,037,0.09153765218698331,0.14053810311137832,0.14128964376972794
2015-2019,05,039,-0.12832603570225665,0.06298416975412596,0.06298416975412596
2015-2019,05,041,-0.1679477325134512,0.06879323597232898,0.056110684089162186
2015-2019,05,043,0.03311443342182479,0.15146010898421125,0.13581109403381306
2015-2019,05,045,0.16361189007291083,0.1998429613011778,0.18826696578799776
2015-2019,05,047,0.11869701026327532,0.11899449650453667,0.11304477167930983
2015-2019,05,049,0.09209732555801327,0.0931027548763322,0.08827669414840136
2015-2019,05,051,0.10582207963391281,0.14223183864308986,0.136636076500286
2015-2019,05,053,0.21142357569575987,0.22686871630482297,0.21841760163193938
2015-2019,05,055,0.1531239132954677,0.15886171322591863,0.15341370117074302
2015-2019,05,057,-0.02248579194465036,0.09327897207808253,0.07005189028910304
2015-2019,05,059,0.08175252004127312,0.11826335423446305,0.10040479403127232
2015-2019,05,061,0.018280824581874758,0.13321664721898094,0.11474134577985219
2015-2019,05,063,0.11765116603826281,0.12121212121212122,0.10445468509984639
2015-2019,05,065,0.08761080189651618,0.08761080189651618,0.08761080189651618
2015-2019,05,067,0.045624898158709466,0.11552875998044647,0.08668730650154799
2015-2019,05,069,-0.1347710906309466,0.07615387485541585,0.07268385508003433
2015-2019,05,071,0.10813881429456723,0.11175376988225573,0.08841148523032431
2015-2019,05,073,-0.059985632183908046,0.1300287356321839,0.1221264367816092
2015-2019,05,075,0.1007272164629429,0.10382175460312548,0.10010830883490639
2015-2019,05,077,-0.26824703680598877,0.07111665626949469,0.056144728633811605
2015-2019,05,079,0.00927643784786642,0.11449774715080838,0.11184733633713226
2015-2019,05,081,-0.0013052396046988625,0.13686369569270931,0.13425321648331157
2015-2019,05,083,0.09409528335511465,0.08863015326125698,0.09219436853985981
2015-2019,05,085,0.19066741029931214,0.21327384272169547,0.2102621305075293
2015-2019,05,087,0.1568721133938525,0.15448319796145882,0.13282369804108934
2015-2019,05,089,0.08006487761722206,0.07667354762606901,0.07048068416396343
2015-2019,05,091,0.035370753683185194,0.15907707293315476,0.14720564957993426
2015-2019,05,093,-0.02867777167612423,0.11574836780767588,0.10824333394349869
2015-2019,05,095,-0.10801080108010801,0.09060906090609061,0.0891089108910891
2015-2019,05,097,0.10921683537559936,0.11134789557805008,0.09909429941395845
2015-2019,05,099,-0.0694730644686488,0.08566382101854578,0.08566382101854578
2015-2019,05,101,0.09877384196185286,0.09877384196185286,0.09877384196185286
2015-2019,05,103,-0.10354110581901015,0.09163387864982397,0.0754814661420584
2015-2019,05,105,0.1747546346782988,0.1747546346782988,0.16984732824427481
2015-2019,05,107,-0.26773547094188377,0.07935871743486973,0.07695390781563126
2015-2019,05,109,0.12242990654205607,0.14579439252336449,0.1399532710280374
2015-2019,05,111,0.059416334243124085,0.08838967037581356,0.08093638463153474
2015-2019,05,113,0.10736382385053986,0.10736382385053986,0.09620283877229165
2015-2019,05,115,0.14757075158332963,0.15797865273041323,0.1352141370299836
2015-2019,05,117,0.08077330508474577,0.13771186440677965,0.13771186440677965
2015-2019,05,119,0.058506431468323516,0.1767467463034084,0.16928712883815983
2015-2019,05,121,0.1159755268524813,0.1159755268524813,0.11475186947654657
2015-2019,05,123,-0.18502343417128247,0.05325948018747337,0.05166169578184917
2015-2019,05,125,0.23298922291548496,0.24544526375496314,0.24335791264889392
2015-2019,05,127,0.07276876267748479,0.07581135902636917,0.07581135902636917
2015-2019,05,129,0.08866847009317703,0.08866847009317703,0.07905019537120529
2015-2019,05,131,0.1257905832747716,0.14144608417271803,0.12772312016865778
2015-2019,05,133,0.11011045029736619,0.13152081563296517,0.06728971962616823
2015-2019,05,135,0.053847186786625485,0.05639854975157782,0.046193097891768495
2015-2019,05,137,0.09128890745769794,0.08982661374556089,0.0864842281178191
2015-2019,05,139,0.014243927254228666,0.15941752511763957,0.15286786213913264
2015-2019,05,141,0.11874357845295758,0.12211947746954352,0.10861588140319976
2015-2019,05,143,0.1786659032350415,0.18607500715717148,0.16696249642141425
2015-2019,05,145,0.14248838409912234,0.15687489244536224,0.14520736534159354
2015-2019,05,147,-0.04331514324693042,0.09890859481582538,0.09720327421555253
2015-2019,05,149,0.11048913767826203,0.12235105957616953,0.09476209516193522
2015-2019,06,001,0.18757157682998457,0.18991227994185492,0.20318723719067114
2015-2019,06,003,0.29428571428571426,0.2885714285714286,0.2714285714285714
2015-2019,06,005,0.23139646430039743,0.23064272988899548,0.22173495957242703
2015-2019,06,007,0.19587435536802625,0.191783872480075,0.1742264416315049
2015-2019,06,009,0.23946405383071656,0.23816550584346594,0.22429465234328888
2015-2019,06,011,0.1178912411789124,0.12301093123010931,0.038328490383284904
2015-2019,06,013,0.2765161398184761,0.283198528759857,0.2749937305107544
2015-2019,06,015,0.1256913021618904,0.11865258924082453,0.09381598793363499
2015-2019,06,017,0.34981824330036354,0.34829655930340686,0.336503508326993
2015-2019,06,019,0.1084454346456386,0.11318714153020727,0.008194059225867635
2015-2019,06,021,0.14348041646008924,0.13911750123946456,0.057114526524541395
2015-2019,06,023,0.16746831507525742,0.1645055688655608,0.1498381462718777
2015-2019,06,025,0.03609270784536795,0.044212451761136765,-0.20352896562493028
2015-2019,06,027,0.18276729559748428,0.18213836477987422,0.1552201257861635
